pid,name,tf_pid,tf_name,fifa_pid,fifa_name
340476,Reece  Oxford,314295,Reece Oxford,225908,Reece Oxford
397098,Reiss  Nelson,340325,Reiss Nelson,231448,Reiss Nelson
447254,Rekeem  Harper,456877,Rekeem Harper,238958,Rekeem Harper
49991,Remo  Freuler,148252,Remo Freuler,202024,Remo Freuler
14785,Renato   Soares de Oliveira Augusto,-1,,-1,
217052,Renato  Steffen,194638,Renato Steffen,210537,Renato Steffen
139075,Renato Fabrizio  Tapia Cortijo,277137,Renato Tapia,220673,Renato Tapia
258162,Renato Júnior  Luz Sanches,258027,Renato Sanches,230767,Renato Júnior Luz Sanches
26508,Renaud  Cohade,18955,Renaud Cohade,112365,Renaud Cohade
20685,Rene  Krhin,73092,Rene Krhin,192205,Rene Krhin
14766,René  Adler,1784,Rene Adler,121933,René Adler
38064,Reza  Ghoochannejhad Nournia,39522,Reza Ghoochannejhad,189717,Reza Ghoochannejhad
340,Rhu-endly  Martina,91251,Cuco Martina,204519,Cuco Martina
32597,Ricardo  Andrade Quaresma Bernardo,4188,Ricardo Quaresma,20775,Ricardo Andrade Quaresma Bernardo
361536,Ricardo  Guardia Avila,-1,,-1,
3307,Ricardo Alberto  Silveira de Carvalho,9828,Ricardo Carvalho,-1,
70381,Ricardo Domingos  Barbosa Pereira,215876,Ricardo Pereira,210243,Ricardo D. Barbosa Pereira
20523,Ricardo Gabriel  Álvarez,76077,Ricardo Alvarez,204555,Ricardo Álvarez
14922,Ricardo Iván  Rodríguez Araya,86784,Ricardo Rodriguez,193352,Ricardo Rodríguez
507570,Riccardo  Daga,396094,Riccardo Daga,-1,
546357,Riccardo  Ladinetti,459452,Riccardo Ladinetti,-1,
21119,Riccardo  Meggiorini,28936,Riccardo Meggiorini,188506,Riccardo Meggiorini
20943,Riccardo  Montolivo,19446,Riccardo Montolivo,159287,Riccardo Montolivo
373768,Riccardo  Orsolini,368482,Riccardo Orsolini,233556,Riccardo Orsolini
134475,Riccardo  Piscitelli,163051,Riccardo Piscitelli,235383,Riccardo Piscitelli
21025,Riccardo  Saponara,88909,Riccardo Saponara,201046,Riccardo Saponara
523085,Riccardo  Sottil,386455,Riccardo Sottil,-1,
8764,Richard  Keogh,-1,,-1,
377071,Richarlison  de Andrade,378710,Richarlison,231943,Richarlison de Andrade
75209,Richárd  Guzmics,-1,,201746,Richárd Guzmics
289122,Rick  Karsdorp,205006,Rick Karsdorp,222558,Rick Karsdorp
365441,Rick  van Drongelen,354340,Rick Van Drongelen,233097,Rick van Drongelen
391425,Ridle Bote  Nzuzi Baku,327251,Ridle Baku,240709,Bote Baku
1729,Riechedly  Bazoer,216443,Riechedly Bazoer,212269,Riechedly Bazoer
268180,Rijad  Bajić,263267,Riad Bajić,230072,Riad Bajić
26150,Riyad  Mahrez,171424,Riyad Mahrez,204485,Riyad Mahrez
56009,Riza  Durmisi,135208,Riza Durmisi,211385,Riza Durmisi
7974,Rob  Elliot,39037,Rob Elliot,-1,
370224,Rob  Holding,253341,Rob Holding,228295,Rob Holding
9623,Robbie  Brady,128229,Robbie Brady,-1,
8025,Robbie  Keane,-1,,-1,
16151,Robbie  Kruse,51972,Robbie Kruse,182440,Robbie Kruse
16126,Robert  Almer,2950,Robert Almer,163810,Robert Almer
223516,Robert  Bauer,179634,Robert Bauer,223765,Robert Bauer
85438,Robert  Berič,91415,Robert Beric,212023,Robert Berić
8544,Robert  Green,11680,Rob Green,101880,Rob Green
4880,Robert  Ibáñez Castro,242532,Rober Ibanez,219652,Roberto Ibáñez Castro
14817,Robert  Lewandowski,38253,Robert Lewandowski,188545,Robert Lewandowski
65207,Robert  Zulj,122676,Robert Zulj,201290,Robert Žulj
254898,Robert Kenedy  Nunes do Nascimento,-1,,215639,Robert Kenedy Nunes do Nascimento
241676,Roberto  Gagliardini,197471,Roberto Gagliardini,212153,Roberto Gagliardini
21438,Roberto  Inglese,159337,Roberto Inglese,199559,Roberto Inglese
3719,Roberto  Jiménez Gago,37403,Roberto,183666,Roberto Jiménez Gago
240681,Roberto  Olabe del Arco,242299,Roberto Olabe,238225,Roberto Olabe Del Arco
4326,Roberto  Román Triguero,31642,Geoff Cameron,145889,Roberto Román Triguero
20623,Roberto  Soriano,63186,Roberto Soriano,193361,Roberto Soriano
410055,Roberto  Suárez Pier,387129,Rober Pier,213063,Roberto Suárez Pier
15808,Roberto Firmino  Barbosa de Oliveira,131789,Roberto Firmino,201942,Roberto Firmino Barbosa de Oliveira
254,Roberto José  Rosales Altuve,49500,Roberto Rosales,182896,Roberto Rosales
20593,Roberto Maximiliano  Pereyra,112302,Roberto Pereyra,193061,Roberto Pereyra
295176,Robin  Gosens,261095,Sauli Vaisanen,223697,Robin Gosens
373350,Robin  Hack,284010,Robin Hack,239367,Robin Hack
14917,Robin  Knoche,94201,Robin Knoche,203030,Robin Knoche
336829,Robin  Koch,328784,Robin Koch,236532,Robin Koch
50798,Robin  Olsen,75458,Robin Olsen,207557,Robin Olsen
51013,Robin  Quaison,206542,Robin Quaison,208451,Robin Quaison
222798,Robin  Zentner,160963,Robin Zentner,224251,Robin Zentner
59126,Rodney  Wallace Burns,99859,Rodney Wallace,190588,Rodney Wallace
361807,Rodrigo  Bentancur Colmán,354362,Rodrigo Bentancur,227535,Rodrigo Bentancur
208694,Rodrigo  Ely,176140,Rodrigo Ely,202445,Rodrigo Ely
364860,Rodrigo  Hernández Cascante,357565,Rodri,231866,Rodrigo Hernández Cascante
70129,Rodrigo  Moreno Machado,131505,Rodrigo,198329,Rodrigo Moreno Machado
213948,Rodrigo Javier  de Paul,255901,Rodrigo De Paul,212616,Rodrigo Javier De Paul
21296,Rodrigo Sebastián  Palacio,39099,Rodrigo Palacio,152999,Rodrigo Palacio
143189,Rodrigue Casimir  Ninga,392810,Casimir Ninga,231041,Casimir Ninga
3937,Roger  Martí Salvador,212391,Roger Marti,207732,Roger Martí Salvador
267134,Roger Beyker  Martínez Tobinson,285771,Roger Martinez,214035,Jefferson Martínez
403449,Rogério  Oliveira da Silva,-1,,241629,Rogério Oliveira da Silva
37724,Roland  Juhász,-1,,-1,
337225,Rolando  Aarons,258188,Rolando Aarons,222513,Rolando Aarons
302799,Rolando  Mandragora,308279,Rolando Mandragora,225439,Rolando Mandragora
70088,Rolando Jorge  Pires da Fonseca,27300,Rolando,163083,Rolando Jorge Pires da Fonseca
26311,Romain  Amalfitano,137841,Romain Amalfitano,198817,Romain Amalfitano
501018,Romain  Caumet,564126,Romain Caumet,236790,Ronan Touzet
25637,Romain  Danzé,39906,Romain Danze,178251,Romain Danzé
26528,Romain  Genevois,57525,Romain Genevois,181456,Romain Genevois
25889,Romain  Hamouma,98349,Romain Hamouma,192722,Romain Hamouma
301016,Romain  Perraud,318523,Romain Perraud,231318,Romain Perraud
26226,Romain  Saïss,204198,Romain Saiss,208295,Romain Saïss
29474,Romain  Thomas,57467,Romain Thomas,184190,Romain Thomas
49968,Roman  Bürki,59027,Roman Burki,189117,Roman Bürki
15094,Roman  Hubník,-1,,-1,
101568,Roman  Shirokov,48550,Roman Shirokov,-1,
101621,Roman  Shishkin,28937,Roman Shishkin,167549,Roman Shishkin
14794,Roman  Weidenfeller,26,Roman Weidenfeller,2196,Roman Weidenfeller
103682,Roman  Zobnin,166277,Roman Zobnin,213160,Roman Zobnin
105380,Roman  Zozulya,70767,Roman Zozulya,208505,Roman Zozulya
15022,Roman Petrovich  Neustädter,40478,Roman Neustadter,186296,Roman Neustädter
448313,Romario  Rösch,333464,Romario Rosch,239367,Robin Hack
7905,Romelu  Lukaku Menama,96341,Romelu Lukaku,192505,Romelu Lukaku
413597,Rominigue  Kouamé N'Guessan,277635,Rominigue Kouame,239894,Rominigue Kouamé
91263,Román Aureliano  Torres Morcillo,-1,,214506,Román Torres
15032,Ron-Robert  Zieler,21327,Ron Robert Zieler,186148,Ron-Robert Zieler
14689,Ronaldo   Aparecido Rodrigues,-1,,171919,Ronaldo Aparecido Rodrigues
396616,Ronaël  Pierre-Gabriel,410185,Ronael Pierre Gabriel,231685,Ronaël Pierre-Gabriel
25715,Ronny  Rodelin,76055,Ronny Rodelin,188397,Ronny Rodelin
4365,Roque  Mesa Quevedo,202984,Roque Mesa,204277,Roque Mesa Quevedo
8246,Ross  Barkley,131978,Ross Barkley,199189,Ross Barkley
272829,Rouzbeh  Cheshmi,-1,,-1,
92895,Roy  Carroll,3534,Roy Carroll,5355,Roy Carroll
28335,Ruben  Aguilar,203746,Ruben Aguilar,223597,Rubén Aguilar
372909,Ruben  Droehnle,324799,Ruben Droehnle,231722,Aubin Long
235555,Ruben  Loftus-Cheek,202886,Ruben Loftus Cheek,213666,Ruben Loftus-Cheek
65064,Rubin Rafael  Okotie,31493,Rubin Okotie,183691,Daniel Toth
8213,Rubén   Rochina Naixes,67548,Ruben Rochina,188103,Rubén Rochina Naixes
3822,Rubén  Blanco Veiga,199321,Ruben Blanco,211101,Rubén Blanco Veiga
3604,Rubén  Castro Martín,25316,Ruben Castro,-1,
225022,Rubén  Duarte Sánchez,177046,Ruben Duarte,226637,Rubén Duarte Sánchez
3677,Rubén  Pardo Gutiérrez,99352,Ruben Pardo,204523,Rubén Pardo Gutiérrez
225948,Rubén  Peña Jiménez,238868,Ruben Pena,211241,Rubén Peña Jiménez
134249,Rubén  Sobrino Pozuelo,-1,,208622,Rubén Sobrino Pozuelo
3554,Rubén Iván  Martínez Andrade,8184,Ruben Martinez,146996,Rubén Martínez Andrade
4013,Rubén Salvador  Pérez Del Mármol,-1,,190156,Rubén Salvador Pérez del Mármol
70134,Rui Pedro  dos Santos Patrício,45026,Rui Patricio,178005,Rui Pedro dos Santos Patrício
54579,Rune   Almenning Jarstein,24112,Rune Jarstein,104389,Rune Almenning Jarstein
105371,Ruslan  Rotan,24049,Ruslan Rotan,-1,
25461,Ryad  Boudebouz,77826,Ryad Boudebouz,188388,Ryad Boudebouz
7885,Ryan  Bertrand,40611,Ryan Bertrand,169705,Ryan Bertrand
62224,Ryan  Fraser,146795,Ryan Fraser,207807,Ryan Fraser
343729,Ryan  Kent,279457,Ryan Kent,224520,Ryan Kent
8731,Ryan  Shawcross,45861,Ryan Shawcross,169596,Ryan Shawcross
20949,Ryder  Matos Santos,62713,Ryder Matos,201363,Ryder Matos Santos
94922,Ryota  Oshima,-1,,233147,Ryota Oshima
32706,Rándall  Azofeifa Corrales,39564,Randall Azofeifa,-1,
26583,Régis  Gurtner,39918,Regis Gurtner,176994,Régis Gurtner
149053,Rémi  Walter,215686,Remi Walter,213313,Rémi Walter
25999,Rémy  Cabella,113707,Remy Cabella,193476,Rémy Cabella
279772,Rémy  Descamps,282028,Remy Descamps,234371,Rémy Descamps
25384,Rémy  Vercoutre,5338,Remy Vercoutre,5594,Rémy Vercoutre
15142,Róbert  Mak,92180,Robert Mak,198193,Róbert Mak
786,Róbert  Mazáň,181619,Robert Mazan,-1,
20935,Rômulo   Souza Orestes Caldeira,-1,,193839,Rômulo Souza Orestes Caldeira
258154,Rúben   Santos Gato Alves Dias,258004,Ruben Dias,239818,Rúben Alves Dias
70956,Rúben Afonso  Borges Semedo,197602,Ruben Semedo,216778,Rúben Afonso Borges Semedo
211853,Rúben Miguel  Nunes Vezo,257851,Ruben Vezo,215399,Rúben Miguel Nunes Vezo
135174,Rúnar Alex  Rúnarsson,205657,Runar Alex Runarsson,222562,Rúnar Rúnarsson
57333,Rúnar Már  Sigurjónsson,-1,,213106,Rúnar Már Sigurjónsson
56146,Rúrik  Gíslason,15961,Rurik Gislason,173667,Rúrik Gíslason
105330,Răzvan Dincă  Raț,14940,Razvan Rat,143674,Răzvan Raţ
120042,Saad Ali Saadeldin  Samir,-1,,218430,Samir Saad
26668,Saber  Khalifa,69101,Saber Khalifa,168950,Sami Allagui
167119,Sabin  Merino Zuloaga,192736,Sabin Merino,226215,Sabin Merino Zuloaga
288415,Sabri  Toufiqui,264966,Sabri Toufiqui,-1,
25747,Sadio  Mané,200512,Sadio Mane,208722,Sadio Mané
350992,Sadiq  Umar,251845,Sergi Canos,231627,Sadiq Umar
241647,Saeid  Ezatolahi Afagh,249271,Saeid Ezatolahi,233241,Saeid Ezatolahi
331914,Safwan  Mbaé,342215,Safwan Mbae,-1,
9532,Saido  Berahino,128897,Saido Berahino,204289,Saido Berahino
278867,Saidy  Janko,196435,Saidy Janko,220172,Saidy Janko
122832,Salem Mohammed  Al Dawsari,195332,Salem Al Dawsari,210602,Salem Al Dawsari
26115,Salif  Sané,126534,Salif Sane,201956,Salif Sané
356903,Salih  Özcan,244940,Salih Ozcan,235407,Salih Özcan
54313,Saliou  Ciss,52192,Kallum Higginbotham,198687,Saliou Ciss
122847,Salman Mohammed  Al Faraj,50774,Omer Sismanoglu,191269,Salman Al Faraj
7904,Salomon Armand Magloire  Kalou,7971,Salomon Kalou,158232,Salomon Kalou
335763,Salomon Junior  Sambia,335147,Junior Sambia,223570,Junior Sambia
116394,Salvador  Ichazo Fernández,131098,Salvador Ichazo,227668,Salvador Ichazo
418317,Salvatore  Elia,392963,Salvatore Elia,-1,
535716,Salvatore  Esposito,390160,Salvatore Esposito,-1,
25421,Salvatore  Sirigu,25508,Salvatore Sirigu,168435,Salvatore Sirigu
8566,Sam  Baldock,67211,Sam Baldock,173859,Sam Baldock
224206,Sam  Byram,236953,Sam Byram,208892,Sam Byram
10252,Sam  Clucas,122223,Sam Clucas,193884,Sam Clucas
434159,Sam  Field,387331,Sam Field,233957,Sam Field
393955,Sam  Hughes,395797,Sam Hughes,239506,Sam Hughes
297733,Sam  McQueen,226968,Sam Mcqueen,215756,Sam McQueen
11270,Sam  Morsy,-1,,197975,Sam Morsy
9127,Sam  Vokes,48078,Sam Vokes,179746,Sam Vokes
53562,Saman  Ghoddos,204294,Saman Ghoddos,231949,Saman Ghoddos
3318,Sami  Khedira,29401,Sami Khedira,179846,Sami Khedira
248950,Samir  Caetano de Souza Santos,255744,Samir,215651,Samir Caetano de Souza Santos
20571,Samir  Handanovič,28021,Samir Handanovic,162835,Samir Handanovič
134174,Samuel   Castillejo Azuaga,195171,Samu Castillejo,210617,Samuel Castillejo Azuaga
278813,Samuel  Bastien,289510,Samuel Bastien,223926,Samuel Bastien
275293,Samuel  García Sánchez,208890,Samu Garcia,201379,Samuel García Sánchez
295761,Samuel  Grandsir,432772,Samuel Grandsir,233550,Samuel Grandsir
252473,Samuel  Gustafson,255473,Samuel Gustafson,213614,Samuel Gustafson
299154,Samuel  Moutoussamy,353403,Samuel Moutoussamy,240351,Samuel Moutoussamy
531691,Samuel  Pizzignacco,537171,Semuel Pizzignacco,240661,Emanuel Vignato
436254,Samuel  Robert,581784,Samuel Robert,-1,
15031,Samuel  Sahin-Radlinger,77563,Samuel Sahin Radlinger,193272,Samuel Şahin-Radlinger
26373,Samuel  Souprayen,60599,Samuel Souprayen,189155,Samuel Souprayen
25397,Samuel Yves  Umtiti,126540,Samuel Umtiti,205600,Samuel Umtiti
233276,Samúel Kári  Fridjónsson,240408,Samuel Fridjonsson,224418,Samúel Kári Friðjónsson
5911,Sandro   Ramírez Castillo,199369,Sandro Ramirez,217731,Sandro Ramírez Castillo
8291,Sandro   Ranieri Guimarães Cordeiro,-1,,190782,Sandro R. G. Cordeiro
15085,Sandro  Wagner,39743,Sandro Wagner,184069,Sandro Wagner
25470,Sanjin  Prcić,125783,Sanjin Prcic,206167,Sanjin Prcić
70136,Santiago  Arias Naranjo,120443,Santiago Arias,204259,Santiago Arias
250885,Santiago  Mina Lorenzo,255653,Santi Mina,212623,Santiago Mina Lorenzo
26336,Santiago Juan  Gentiletti Selak,30782,Santiago Gentiletti,205408,Santiago Gentiletti
413737,Santiago Lionel  Ascacíbar,423436,Santiago Ascacibar,232244,Santiago Ascacibar
28073,Santy  Ngom,174089,Santy Ngom,241595,Santy Ngom
20690,Saphir Sliti  Taïder,144779,Saphir Taider,198760,Saphir Taïder
79006,Sardar  Azmoun,180337,Sardar Azmoun,213955,Sardar Azmoun
15284,Sascha  Riether,1662,Sascha Riether,111206,Sascha Riether
170738,Sauli  Väisänen,261095,Sauli Vaisanen,224436,Sauli Väisänen
275243,Saîf-Eddine  Khaoui,270411,Saif Eddine Khaoui,220029,Saîf-Eddine Khaoui
4488,Saúl  Ñíguez Esclapez,148928,Saul Niguez,208421,Saúl Ñíguez Esclápez
237269,Saša  Lukić,245056,Sa Scaron A Lukić,236699,Saša Lukić
11294,Scott  Arfield,55291,Scott Arfield,178287,Scott Arfield
8186,Scott  Dann,62688,Scott Dann,157665,Scott Dann
9280,Scott  Malone,101682,Scott Malone,193185,Scott Malone
397174,Scott  McTominay,315969,Scott Mctominay,237238,Scott McTominay
506850,Scotty  Sadzoute,531338,Scotty Sadzoute,241281,Scotty Sadzoute
209567,Se-Jong  Ju,-1,,208063,Se Jong Ju
361843,Sead  Hakšabanović,349300,Sead Haksabanovic,226430,Sead Hakšabanovič
14869,Sead  Kolašinac,94005,Sead Kolasinac,207993,Sead Kolašinac
15244,Sebastian  Jung,49730,Sebastian Jung,192658,Sebastian Jung
15771,Sebastian  Langkamp,39094,Sebastian Langkamp,183568,Sebastian Langkamp
8529,Sebastian  Larsson,31720,Sebastian Larsson,164459,Sebastian Larsson
15225,Sebastian  Maier,126285,Sebastian Maier,205044,Sebastian Maier
14688,Sebastian  Prödl,37981,Sebastian Prodl,177578,Sebastian Prödl
15811,Sebastian  Rudy,57051,Sebastian Rudy,189251,Sebastian Rudy
20707,Sebastien  De Maio,56830,Sebastien De Maio,182179,Sebastian De Maio
7954,Sebastián  Coates Nión,102427,Sebastian Coates,197655,Sebastián Coates
116170,Sebastián Carlos  Cristóforo Pepe,188157,Sebastian Cristoforo,219712,Sebastián Cristóforo
263490,Sehrou  Guirassy,270541,Serhou Guirassy,215441,Sehrou Guirassy
15812,Sejad  Salihović,9354,Sejad Salihovic,157430,Sejad Salihović
134508,Seko  Fofana,182893,Seko Fofana,-1,
26378,Sekou  Baradji,23890,Sekou Baradji,150657,Sékou Baradji
32656,Selçuk  İnan,35026,Selcuk Inan,124607,Selçuk İnan
32645,Semih  Kaya,60709,Semih Kaya,167812,Semih Kaya
20561,Senad  Lulić,61449,Senad Lulic,188427,Senad Lulić
402898,Senna  Miangue,249552,Senna Miangue,213328,Senna Miangue
51625,Seon-Min  Moon,-1,,229694,Seon Min Moon
134397,Serge   Gnabry,159471,Serge Gnabry,206113,Serge Gnabry
25785,Serge  Aurier,127032,Serge Aurier,197853,Serge Aurier
38095,Serge  Gakpé,36293,Serge Gakpe,169281,Serge Gakpé
101583,Sergei  Ignashevich,9644,Sergey Ignashevich,112542,Sergey Ignashevich
265865,Sergej  Milinković-Savić,266302,Sergej Milinković Savić,223848,Sergej Milinković-Savić
3803,Sergi  Darder Moll,142021,Sergi Darder,202648,Sergi Darder Moll
3338,Sergi  Gómez Solà,-1,,199577,Sergi Gómez Solà
3347,Sergi  Roberto Carnicer,85370,Sergi Roberto,199564,Sergio Roberto Carnicer
5907,Sergi  Samper Montaña,181112,Sergi Samper,208088,Sergi Samper Montañá
3428,Sergio   Asenjo Andrés,51710,Sergio Asenjo,178750,Sergio Asenjo Andrés
485794,Sergio  Arribas Blázquez,477238,Sergio Arribas,236934,Sergio Arribas Blázquez
3346,Sergio  Busquets i Burgos,65230,Sergio Busquets,189511,Sergio Busquets Burgos
3282,Sergio  Canales Madrazo,66106,Sergio Canales,190286,Sergio Canales Madrazo
4048,Sergio  Enrich Ametller,81988,Sergi Enrich,194879,Sergi Enrich Ametller
14852,Sergio  Escudero Palomo,93935,Sergio Escudero,192679,Sergio Escudero Palomo
20503,Sergio  Floccari,30638,Sergio Floccari,169386,Sergio Floccari
3816,Sergio  García De La Fuente,7922,Sergio Garcia,135697,Sergio García de la Fuente
21894,Sergio  Gontán Gallardo,66112,Keko Gontan,194174,Sergio Gontán Gallardo
279548,Sergio  González Testón,281979,Sergi Gonzalez,240337,Sergio González Testón
472696,Sergio  Gómez Martín,366930,Sergio Gomez,-1,
5268,Sergio  León Limones,145769,Sergio Leon,198715,Sergio León Limones
4593,Sergio  Mora Sánchez,62611,Sergio Mora,145020,Sergio Mora Sánchez
20662,Sergio  Pellissier,5928,Sergio Pellissier,149571,Sergio Pellissier
3496,Sergio  Postigo Redondo,158791,Sergio Postigo,214639,Sergio Postigo Redondo
3306,Sergio  Ramos García,25557,Sergio Ramos,155862,Sergio Ramos García
3458,Sergio  Rico González,207302,Sergio Rico,206652,Sergio Rico González
3562,Sergio  Sánchez Ortega,38270,Sergio Sanchez,178171,Sergio Sánchez Ortega
3821,Sergio  Álvarez Conde,45912,Sergio Alvarez,163806,Sergio Álvarez Conde
354997,Sergio Duvan  Córdova Lezama,-1,,239747,Sergio Córdova
86200,Sergio Ezequiel  Araújo,110366,Sergio Araujo,198145,Sergio Araujo
20606,Sergio Germán  Romero,30690,Sergio Romero,173373,Sergio Romero
8325,Sergio Leonel  Agüero del Castillo,-1,,-1,
105612,Serhiy  Rybalka,81649,Sergiy Rybalka,241166,Sergiy Rybalka
105503,Serhiy  Sydorchuk,124182,Sergiy Sydorchuk,241166,Sergiy Rybalka
54315,Serigne Modou Kara  Mbodji,-1,,198584,Kara Mbodji
107523,Seung-Gyu  Kim,-1,,191655,Seung Gyu Kim
373054,Seung-Hyeon  Jung,-1,,227790,Seung Hyun Jeong
403546,Seung-Woo  Lee,280239,Seung Woo Lee,232000,Seung Woo Lee
274345,Seybou  Koita,315054,Bachibou Koita,238609,Seybou Koita
344927,Seydou  Sy,333694,Seydou Sy,225710,Seydou Sy
285538,Seyed Majid  Hosseini,294767,Majid Hosseini,-1,
8384,Shane   Long,37304,Shane Long,-1,
8242,Shane  Duffy,119269,Shane Duffy,-1,
7979,Shane  Ferguson,-1,,192624,Shane Ferguson
134911,Shani  Tarashaj,184381,Shani Tarashaj,215598,Shani Tarashaj
259524,Shaquell  Moore,336168,Shaq Moore,232120,Shaquell Kwame Moore
18728,Shawn  Parker,89659,Shawn Parker,204427,Shawn Parker
149022,Shay  Given,3146,Shay Given,-1,
120151,Sherif  Ekramy Ahmed,-1,,169423,Sherif Ekramy
107548,Shin-Wook  Kim,-1,,191910,Shin Wook Kim
14816,Shinji  Kagawa,81785,Shinji Kagawa,189358,Shinji Kagawa
14763,Shinji  Okazaki,79642,Shinji Okazaki,194365,Shinji Okazaki
20612,Shkodran  Mustafi,88590,Shkodran Mustafi,192227,Shkodran Mustafi
50072,Shkëlzen Taib  Gashi,-1,,177673,Shkëlzen Gashi
32577,Sidnei Rechel  da Silva Júnior,-1,,182002,Sidnei Rechel da Silva Júnior
50069,Silvan  Widmer,168989,Silvan Widmer,216158,Silvan Widmer
83966,Silviu  Lung,73731,Silviu Lung Jr ,205942,Silviu Lung
72397,Simeon  Tochukwu Nwankwo,-1,,219496,Simeon Tochukwu Nwankwo
493725,Simon  Asta,392131,Simon Asta,-1,
8688,Simon  Church,66959,Simon Church,178585,Simon Church
26021,Simon  Falette,170927,Simon Falette,206553,Simon Falette
9279,Simon  Francis,13573,Simon Francis,135883,Simon Francis
21228,Simon  Laner,44336,Simon Laner,188617,Simon Laner
8514,Simon  Mignolet,50219,Simon Mignolet,173426,Simon Mignolet
16094,Simon  Terodde,36284,Simon Terodde,183714,Simon Terodde
20433,Simon  Thorup Kjær,48859,Simon Kjaer,179645,Simon Kjær
15543,Simon  Zoller,79967,Simon Zoller,202276,Simon Zoller
20403,Simone  Calvano,136091,Simone Calvano,202444,Simone Calvano
354552,Simone  Edera,340070,Simone Edera,233794,Simone Edera
368340,Simone  Lo Faso,349719,Simone Lo Faso,236678,Simone Lo Faso
22163,Simone  Missiroli,35747,Simone Missiroli,176553,Simone Missiroli
20472,Simone  Padoin,56703,Simone Padoin,102056,Simone Padoin
364640,Simone  Palombi,289065,Simone Palombi,233808,Simone Palombi
364641,Simone  Pontisso,292422,Simone Pontisso,228882,Simone Pontisso
21373,Simone  Romagnoli,88706,Simone Romagnoli,198857,Simone Romagnoli
239288,Simone  Scuffet,238993,Simone Scuffet,220048,Simone Scuffet
21123,Simone  Verdi,130360,Simone Verdi,196889,Simone Verdi
22202,Simone  Zaza,96828,Simone Zaza,202685,Simone Zaza
564512,Siriki  Sanogo,-1,,-1,
25479,Sloan  Privat,66407,Sloan Privat,187051,Sloan Privat
14932,Slobodan  Medojević,-1,,207523,Slobodan Medojević
215983,Sofiane  Boufal,232271,Sofiane Boufal,211381,Sofiane Boufal
285590,Sofyan  Amrabat,287579,Sofyan Amrabat,224158,Sofyan Amrabat
64067,Sokol  Cikalleshi,99047,Sokol Cikalleshi,210521,Sokol Çikalleshi
14687,Sokratis  Papastathopoulos,34322,Sokratis Papastathopoulos,172879,Sokratis Papastathopoulos
247248,Solly  March,209212,Solly March,206594,Solly March
25504,Soualiho  Meïté,164913,Soualiho Meite,205391,Soualiho Meïté
26008,Souleymane  Camara,5303,Souleymane Camara,50294,Souleymane Camara
167641,Stanislav  Lobotka,-1,,216435,Stanislav Lobotka
32803,Stanislav  Šesták,28775,Stanislav Sestak,-1,
397030,Stanley  Nsoki,371141,Stanley Nsoki,237718,Steve Ambri
25791,Steeve  Yago,170903,Steeve Yago,207746,Steeve Yago
38015,Stef  Peeters,208542,Stef Peeters,206577,Stef Peeters
15178,Stefan  Bell,82350,Stefan Bell,198352,Stefan Bell
65027,Stefan  Ilsanker,40074,Stefan Ilsanker,194665,Stefan Ilsanker
14788,Stefan  Kießling,6237,Stefan Kiessling,137262,Stefan Kießling
282799,Stefan  Posch,223974,Stefan Posch,223671,Stefan Posch
8311,Stefan  Savić,107010,Stefan Savic,204639,Stefan Savić
137048,Stefan  Simič,198613,Stefan Simic,219591,Stefan Simič
130,Stefan  de Vrij,111196,Stefan De Vrij,198176,Stefan de Vrij
347014,Stefano  Ciavattini,265075,Stefano Ciavattini,240996,Stefano Tarolli
20505,Stefano  Okaka Chuka,35249,Stefano Okaka,178091,Stefano Okaka
246063,Stefano  Sensi,216179,Stefano Sensi,229857,Stefano Sensi
20633,Stefano  Sorrentino,21891,Stefano Sorrentino,49031,Stefano Sorrentino
21290,Stefano  Sturaro,167859,Stefano Sturaro,202135,Stefano Sturaro
84367,Steliano   Filip,181501,Steliano Filip,-1,
20418,Stephan  El Shaarawy,94529,Stephan El Shaarawy,190813,Stephan El Shaarawy
20465,Stephan  Lichtsteiner,2865,Stephan Lichtsteiner,108080,Stephan Lichtsteiner
391603,Stephan Kofi  Ambrosius,327536,Stephan Ambrosius,238874,Stefan Schmidt
349102,Stephane  Omeonga,342472,Stephane Omeonga,234785,Stephane Omeonga
8017,Stephen   Ireland,34838,Stephen Ireland,-1,
8658,Stephen  Quinn,43266,Stephen Quinn,-1,
8433,Stephen  Ward,34691,Stephen Ward,-1,
20948,Stevan  Jovetić,46104,Stevan Jovetic,181820,Stevan Jovetić
9277,Steve  Cook,90836,Steve Cook,193011,Steve Cook
25552,Steve  Mandanda,23951,Steve Mandanda,163705,Steve Mandanda
214654,Steve  Mounié,238639,Steve Mounie,224883,Steve Mounié
21342,Steve  von Bergen,-1,,45083,Steve von Bergen
61988,Steven  Davis,28973,Steven Davis,151508,Steven Davis
70092,Steven  Defour,33866,Steven Defour,170815,Steven Defour
270306,Steven  Fortès,276895,Steven Fortes,219582,Steven Fortès
49997,Steven  Zuber,68033,Steven Zuber,190059,Steven Zuber
11150,Steven James  Sidwell,13427,Steve Sidwell,134941,Steve Sidwell
8200,Steven N'Kemboanza Mike Christopher  N'Zonzi,-1,,187936,Steven N'Zonzi
234533,Stipe  Perica,245072,Stipe Perica,219469,Stipe Perica
400684,Strahinja  Tanasijević,400001,Strahinja Tanasijevic,-1,
80019,Stuart  Dallas,158764,Stuart Dallas,203570,Stuart Dallas
